query_id,hit_id,seq_length,percent_ident,taxonomy_query,taxonomy_hit,consensus_genus,species
679658942f667409a7b9907845816380,AB472942.1.1414,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;Aeromonas sobria,Aeromonas,Aeromonas sobria
0a1f5ed70dcb37a86924dbd5fde981af,JX849037.1.1423,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Enhydrobacter;Moraxella osloensis,Enhydrobacter,Moraxella osloensis
28400033019ee7056b4fc6040af066cd,CP010350.3479559.3481103,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii XBB1,Acinetobacter,Acinetobacter johnsonii XBB1
879815b1626853f4af4a4f0e85703fd2,AJ308307.1.1371,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,Pseudomonas,Pseudomonas fluorescens
d1ae7f18ff0ceb7a151975501058036a,AB055863.1.1439,402,100,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis,Sphingomonas,Sphingomonas melonis
e151e0a4bd98712e423de5a2607851b0,EU438845.1.1327,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,Pseudomonas,Pseudomonas putida
deb100f8dd320dd1bd39e162efffae9a,FJ426279.1.1417,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,Pseudomonas,Pseudomonas fluorescens
2cd30e9eda91687ba73dcae76f4f1880,EU834269.1.1384,402,100,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vesicularis,Brevundimonas,Brevundimonas vesicularis
353dc9e514176baefc24b952e1309bba,EU169145.1.1368,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas tolaasii,Pseudomonas,Pseudomonas tolaasii
c278920f02e00a603072d8f6647fa89e,AP015029.783878.785417,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,Pseudomonas,Pseudomonas putida
f4ddba285154bdd47f4dc510c2038305,FJ494889.1.1278,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;Aeromonas veronii,Aeromonas,Aeromonas veronii
53edd5f591ea14333cbaf052eae71373,MG576161.1.1448,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas migulae,Pseudomonas,Pseudomonas migulae
6fccfd872b46e650eb693b1d2e80a363,JQ815206.1.1432,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii,Acinetobacter,Acinetobacter johnsonii
a6499c331ca652a5c070f51ef025b901,CP010350.2826891.2828435,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii XBB1,Acinetobacter,Acinetobacter johnsonii XBB1
04df57afb74c9d1424538cbc1e0bf8f4,KX702973.1.1284,402,100,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;NA;,Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;uncultured;uncultured Rickettsiales bacterium,NA,uncultured Rickettsiales bacterium
41452bafa4093acf3df277f328cec166,CP001022.10779.12333,427,100,Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;,Bacteria;Firmicutes;Bacilli;Exiguobacterales;Exiguobacteraceae;Exiguobacterium;Exiguobacterium sibiricum 255-15,Exiguobacterium,Exiguobacterium sibiricum 255-15
7e5e0f31bea6881e5fc4e59768e8d752,KF279042.1.1433,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,Pseudomonas,Pseudomonas fluorescens
a81edf8bb452c03edfa7901fbb5c69f9,AB680900.1.1472,426,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum,Dolosigranulum,Dolosigranulum pigrum
fd7575e2e1162127689250d39e8b6745,KC895498.1.1444,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii,Acinetobacter,Acinetobacter johnsonii
039aa10851da48633b422764ba7a8659,KC456560.1.1438,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter bouvetii,Acinetobacter,Acinetobacter bouvetii
deaf8029eba24ec9cfc9f77e9689423e,AY247415.1.1452,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas testosteroni,Comamonas,Comamonas testosteroni
2e119ce67894fe00027176e52f17a225,FJ494894.1.1275,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;Aeromonas caviae,Aeromonas,Aeromonas caviae
e31f1e7e52443d46f42759e43d6f5e90,EU434578.1.1465,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,Pseudomonas,Pseudomonas fluorescens
484a3f385151f805a8b1fa4841bda45a,JF935054.1.1409,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Bacillus mycoides,Acinetobacter,Bacillus mycoides
2d9f509b0fba5e6b4d194a99a3dbe7d6,EF667896.1.1460,402,100,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus_Megaira;,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira;uncultured Rickettsiales bacterium,NA,uncultured Rickettsiales bacterium
1efa2e9ca8d9d0128928e26097941fb2,HF558371.1.1501,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Neisseria;Neisseria mucosa,Neisseria,Neisseria mucosa
a22679e53c11aba5867a14375e321a9a,KT580593.1.1399,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia,Stenotrophomonas,Stenotrophomonas maltophilia
e1d098412c88700cbd3c119e7c62f2ca,FR750979.1.1409,427,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;,Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans,Aerococcus,Aerococcus viridans
fb6e8b121041ec1be9b14e22d0fbfde0,JF496549.1.1454,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii,Acinetobacter,Acinetobacter johnsonii
ecb68377e08a37303f08d9d1515b57c3,CP010350.26132.27676,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii XBB1,Acinetobacter,Acinetobacter johnsonii XBB1
83626462931099277d1efec49d80f8b8,AF498650.1.1517,407,100,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;,Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium rhodesiae,Mycobacterium,Mycobacterium rhodesiae
7e7f8ede26a674373ffdcc82edd0c8ef,JQ229796.1.1431,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fulva,Pseudomonas,Pseudomonas fulva
9c53a8f87cfc2494560898110488588f,KF818650.1.1450,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;NA;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica,NA,Serratia plymuthica
801e1f90ad7bbcc4f5045f392150eda0,GU201850.1.1455,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia plymuthica,Serratia,Serratia plymuthica
fffe37a9c181d9cef73d90e60bad5c3f,EU594555.1.1445,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fulva,Pseudomonas,Pseudomonas fulva
3647fc4774429230223cd8bca62b7aad,KF036180.1.1400,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas psychrotolerans,Pseudomonas,Pseudomonas psychrotolerans
05fafcc76412edec77c53f7dce960fc5,FJ785716.1.1452,408,100,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;,Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;Cutibacterium granulosum,Cutibacterium,Cutibacterium granulosum
37452935402f224b8c2f9f5935ce6969,KF146649.1.1446,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Aeromonas;Aeromonas veronii,Aeromonas,Aeromonas veronii
9a0b70e6fac3a72fee23b067934e9076,FLLN01000010.372.1889,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter lwoffii,Acinetobacter,Acinetobacter lwoffii
dcd4030bd55a4bbc6d5d935b8ba2797d,GU300770.1.1377,402,100,Bacteria;Campilobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;,Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter cryaerophilus,Arcobacter,Arcobacter cryaerophilus
71eb0666483e7ab5d82b303b5e010327,AJ293694.1.1456,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter gyllenbergii,Acinetobacter,Acinetobacter gyllenbergii
4cd70a8021bd1c622bdb433fbe32c2ab,MF369928.1.1405,427,100,Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc lactis,Leuconostoc,Leuconostoc lactis
2ddcd7316b3e6cd6fa4e85ea4e0fe231,KT287073.1.1438,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter asburiae,Enterobacter,Enterobacter asburiae
2addb2b92cf4b3366601cf1f5fe5fdf4,APON01000040.14372.15897,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii CIP 64.6,Acinetobacter,Acinetobacter johnsonii CIP 64.6
8b6d0623814cc32595951876bc568900,CPXZ01000006.259461.260931,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia kristensenii,Yersinia,Yersinia kristensenii
f52e759cf3521ac900d58666d5f0f54a,JX035949.1.1446,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter bereziniae,Acinetobacter,Acinetobacter bereziniae
4bf4ac1fbfa10c070c8c805b5b1af69c,GQ144358.1.1323,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,Pseudomonas,Pseudomonas fluorescens
5497318e515a8c328a68f95975d9c7d4,KC814651.1.1234,427,100,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis,Staphylococcus,Staphylococcus epidermidis
5e37bc937e93932df2fc004907a946d5,HG764746.1.1419,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas granadensis,Pseudomonas,Pseudomonas granadensis
987b07b51f215294b9ba396fc0da2eab,MH196461.1.1423,402,100,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium_sensu_stricto_1;,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;Clostridium puniceum,NA,Clostridium puniceum
b74b5f757f62524bd193502e996a8974,KT767681.1.1437,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fragi,Pseudomonas,Pseudomonas fragi
960ca581bbfee6900de30113df17a5c8,FJ976589.1.1391,427,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,Pseudomonas,Pseudomonas putida
cd3909b22b87684aafd93fcb66630f52,MF521555.1.1439,428,100,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter guillouiae,Acinetobacter,Acinetobacter guillouiae
9f244ef658394443133c774ea0453cb6,AB035549.1.1457,404,100,Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis_PCC-7914;,Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis PCC-7914;Microcystis aeruginosa,NA,Microcystis aeruginosa
dd8c8d60bfca3e1df01a4bbff8d3326e,GQ161989.1.1481,402,100,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas alpina,Sphingomonas,Sphingomonas alpina
