code,lake,trophic_level,taxa,S,SBTI,geometry
14426,Lake Serpentine North,Mesotrophic,"Pseudomonas poae, Brevundimonas vesicularis, Aeromonas caviae, Pseudomonas koreensis, Lelliottia amnigena, uncultured bacterium, Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter ursingii, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas putida, Acinetobacter baumannii, Shewanella putrefaciens, Pseudomonas marginalis pv. marginalis, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Acinetobacter bouvetii, Acinetobacter baumannii, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Curtobacterium flaccumfaciens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Chryseobacterium indologenes, Acinetobacter calcoaceticus, Pseudomonas fluorescens, Klebsiella oxytoca, Sphingomonas paucimobilis, Pseudomonas tolaasii, Mycobacterium rhodesiae, Acinetobacter johnsonii, Exiguobacterium sibiricum, Enterobacter asburiae, Erwinia billingiae, Staphylococcus epidermidis, Pseudomonas fluorescens, Afipia broomeae, Acinetobacter baumannii, Bacillus thuringiensis, Bacillus mycoides, Acinetobacter lwoffii, Stenotrophomonas rhizophila, Enterobacter cloacae, Pseudomonas migulae, Aeromonas veronii bv. sobria, Erwinia rhapontici, Pseudomonas graminis, Pseudomonas taetrolens, Acinetobacter junii, Stenotrophomonas maltophilia, Pseudomonas fluorescens, Sphingomonas koreensis, Pseudomonas putida, Pseudomonas fluorescens, Pseudomonas migulae, Citrobacter werkmanii, Microbacterium oxydans, Rahnella aquatilis, Hafnia paralvei",72,3.87376643216331,"c(175.3189342, -37.94239999)"
14428,Lake Rotomanuka,Eutrophic,"Pseudomonas poae, Aeromonas caviae, Pseudomonas koreensis, Pseudomonas fluorescens, Microcystis aeruginosa, Aeromonas sobria, Lelliottia amnigena, Microcystis aeruginosa, uncultured bacterium, Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas yamanorum, Pseudomonas putida, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter ursingii, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter johnsonii XBB1, Pseudomonas putida, Acinetobacter baumannii, Shewanella putrefaciens, Pseudomonas marginalis pv. marginalis, Acinetobacter johnsonii, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Acinetobacter bouvetii, Clostridium puniceum, Acinetobacter baumannii, uncultured Candidatus Saccharibacteria bacterium, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Curtobacterium flaccumfaciens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter calcoaceticus, Pseudomonas putida, Pseudomonas fluorescens, Klebsiella oxytoca, Serratia fonticola, Pseudomonas fluorescens, Pseudomonas tolaasii, Mycobacterium rhodesiae, Acinetobacter johnsonii, Exiguobacterium sibiricum, Enterobacter asburiae, Erwinia billingiae, Pseudomonas fluorescens, Afipia broomeae, Acinetobacter baumannii, Bacillus thuringiensis, Bacillus mycoides, Mycobacterium litorale, Streptococcus gallolyticus, Acinetobacter lwoffii, Stenotrophomonas rhizophila, Pseudomonas plecoglossicida, Agrobacterium radiobacter, Hafnia alvei, Pseudomonas migulae, Pseudomonas fluorescens, Pseudomonas fulva, Erwinia rhapontici, Pseudomonas graminis, Pseudomonas syringae, Pseudomonas migulae, Pseudomonas taetrolens, Agrobacterium rubi, Pseudomonas fluorescens, Acinetobacter junii, Janthinobacterium agaricidamnosum, Pseudomonas rhodesiae, Pseudomonas fluorescens, Pseudomonas putida, Sphingomonas koreensis, Pseudomonas fluorescens, Pseudomonas migulae, Leuconostoc pseudomesenteroides, Pseudomonas moraviensis, Rahnella aquatilis, Pseudomonas frederiksbergensis, uncultured bacterium, Mycobacterium avium, Streptomyces globisporus, Hafnia paralvei, Pseudomonas veronii",94,4.8464187919112804,"c(175.31575, -37.9258209)"
14720,Lake Te Ku Utu,Supertrophic,"Raoultella ornithinolytica, Pseudomonas poae, Aeromonas caviae, Aeromonas salmonicida, Aeromonas veronii, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, Clostridium puniceum, Pseudomonas fluorescens, Pseudomonas putida, Clostridium puniceum, Acinetobacter calcoaceticus, metagenome, Acinetobacter baumannii, Citrobacter freundii, Streptococcus gallolyticus, Erwinia rhapontici",17,5.32544978053185,"c(175.4717045, -37.8891555)"
15013,Lake Rotokauri,Supertrophic,"Raoultella ornithinolytica, Aeromonas caviae, Microcystis aeruginosa, uncultured bacterium, Aeromonas salmonicida, Aeromonas veronii, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas libanensis, Pseudomonas fluorescens, Shewanella putrefaciens, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Clostridium puniceum, Pseudomonas tolaasii, Enterobacter cloacae, Acinetobacter johnsonii, Lactococcus lactis, Streptococcus gallolyticus, Pseudomonas migulae, Pseudomonas fluorescens, Shewanella putrefaciens, Pseudomonas putida",24,5.50145954665261,"c(175.1980409, -37.7644875)"
15020,Horseshoe Lake,NA,"Aeromonas caviae, Microcystis aeruginosa, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Janthinobacterium agaricidamnosum, Exiguobacterium sibiricum 255-15, Enterobacter asburiae, Afipia broomeae, Bacillus thuringiensis, Pseudomonas taetrolens, Pseudomonas putida, Bacillus cereus",14,NA,"c(175.2256059, -37.7703295)"
15034,Lake Areare,Eutrophic,"Pseudomonas poae, Microcystis aeruginosa, uncultured bacterium, Sphingomonas insulae, Acinetobacter johnsonii, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Clostridium puniceum, Pseudomonas umsongensis, Chryseobacterium indologenes, Pseudomonas fluorescens, Sphingomonas paucimobilis, Staphylococcus hominis, Afipia broomeae, Stenotrophomonas rhizophila, Aeromonas encheleia, Bacillus cereus",19,4.75114940167984,"c(175.199878, -37.667613)"
15037,Lake D,NA,"Pseudomonas poae, Brevundimonas vesicularis, Aeromonas caviae, Aeromonas sobria, Microcystis aeruginosa, Aeromonas veronii, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Sphingomonas alpina, Pseudomonas putida, Aeromonas veronii, Pseudomonas fluorescens, Chryseobacterium indologenes, Pseudomonas fluorescens, Sphingomonas paucimobilis, Staphylococcus hominis, Bacillus thuringiensis, Stenotrophomonas rhizophila, Pseudomonas fulva, Pseudomonas taetrolens, Janthinobacterium agaricidamnosum, Shewanella putrefaciens, Microbacterium testaceum, Stenotrophomonas maltophilia, Stenotrophomonas rhizophila",27,NA,"c(175.233185, -37.677593)"
15038,Lake B,NA,"Aeromonas caviae, Pseudomonas koreensis, Pseudomonas fluorescens, Microcystis aeruginosa, Lelliottia amnigena, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Shewanella putrefaciens, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Pseudomonas fluorescens, Sphingomonas paucimobilis, Pseudomonas tolaasii, Afipia broomeae, Stenotrophomonas rhizophila, Agrobacterium radiobacter, Janthinobacterium agaricidamnosum, Aeromonas veronii bv. sobria, Pseudomonas taetrolens, Janthinobacterium agaricidamnosum, Sphingomonas koreensis",25,NA,"c(175.246648, -37.679193)"
15312,Lake Tikitapu,Oligotrophic,"Pseudomonas poae, Acinetobacter johnsonii, Acinetobacter johnsonii, Pseudomonas putida, Pseudomonas fluorescens, Acinetobacter johnsonii, Acinetobacter bouvetii, Pseudomonas fluorescens, Acinetobacter johnsonii, Acinetobacter johnsonii CIP 64.6",10,2.79169122470342,"c(176.3310214, -38.1923753)"
15325,Lake Okareka,Eutrophic,"Aeromonas sobria, Acinetobacter johnsonii, Acinetobacter johnsonii, Pseudomonas libanensis, Acinetobacter bouvetii",5,4.15381220546576,"c(176.3585567, -38.1719011)"
15795,Lake Kaikura,Eutrophic,"Pseudomonas poae, Brevundimonas vesicularis, Aeromonas salmonicida, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter johnsonii, Acinetobacter bouvetii, Pseudomonas umsongensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Klebsiella oxytoca, Pseudomonas tolaasii, Acinetobacter johnsonii, Aerococcus viridans, Agrobacterium radiobacter, Pseudomonas fulva, Hafnia alvei, Pseudomonas putida, Shewanella putrefaciens, Pseudomonas rhizosphaerae",29,4.08343128994083,"c(174.4051, -39.7002)"
15904,Lake Oturi,Supertrophic,"Pseudomonas poae, Microcystis aeruginosa, Acinetobacter johnsonii, Pseudomonas putida, uncultured Rickettsiales bacterium, uncultured Burkholderiales bacterium, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Pseudomonas fluorescens",9,5.08673458608206,"c(174.62177, -39.779)"
15907,Lake Waiau,Supertrophic,"Pseudomonas poae, Brevundimonas vesicularis, Microcystis aeruginosa, Microcystis aeruginosa, Acinetobacter johnsonii, Stenotrophomonas maltophilia, Acinetobacter johnsonii, Pseudomonas putida, Pseudomonas granadensis, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Pseudomonas fulva, Acinetobacter johnsonii, Aerococcus viridans, Bacillus thuringiensis, Mycobacterium mucogenicum, Agrobacterium radiobacter, Pseudomonas fulva, Pseudomonas putida, Pseudomonas fluorescens",26,5.81505474969689,"c(174.6804, -39.7935)"
15929,Lake 15929,Supertrophic,"Pseudomonas poae, uncultured Rickettsiales bacterium, Microcystis aeruginosa, Acinetobacter johnsonii, Pseudomonas putida, uncultured Burkholderiales bacterium, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter bouvetii, Aeromonas veronii bv. sobria",12,5.32724259326159,"c(174.8164, -39.842)"
16131,Lake Moumahaki,Supertrophic,"uncultured Rickettsiales bacterium, Aeromonas salmonicida, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Klebsiella oxytoca, Acinetobacter johnsonii, Aerococcus viridans, Pseudomonas fulva",14,5.13867447735887,"c(174.670536, -39.688181)"
16202,Lake 16202,Eutrophic,"uncultured Rickettsiales bacterium, Aeromonas salmonicida, Aeromonas veronii, Pseudomonas putida, Pseudomonas libanensis, Acinetobacter johnsonii XBB1, Acinetobacter bouvetii, Klebsiella oxytoca, Hafnia alvei",9,4.4396795693941,"c(174.801519, -39.672897)"
16222,Lake Waikare,Eutrophic,"Brevundimonas vesicularis, uncultured Rickettsiales bacterium, Acinetobacter johnsonii, Pseudomonas putida, uncultured Rickettsiales bacterium, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter bouvetii, Aeromonas veronii, Pseudomonas fluorescens, Klebsiella oxytoca, Acinetobacter johnsonii, Aerococcus viridans",15,4.5418501444795,"c(174.80594, -39.66914)"
16722,Lake Kawau,Supertrophic,"Pseudomonas poae, Brevundimonas vesicularis, Microcystis aeruginosa, Aeromonas sobria, Aeromonas salmonicida, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, uncultured Burkholderiales bacterium, uncultured Burkholderiales bacterium, Acinetobacter guillouiae, Clostridium puniceum, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Shewanella putrefaciens, Acinetobacter bouvetii, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas tolaasii, Acinetobacter johnsonii, Exiguobacterium sibiricum, Pseudomonas fluorescens, Bacillus thuringiensis, Pseudomonas ficuserectae, Agrobacterium radiobacter, Pseudomonas putida",28,5.63158828368686,"c(175.3504, -40.26205)"
16939,Lake Waipu,Supertrophic,"Pseudomonas poae, Pseudomonas koreensis, Pseudomonas fluorescens, uncultured Burkholderiales bacterium, uncultured bacterium, Aeromonas salmonicida, Sphingomonas insulae, Pseudomonas yamanorum, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Shewanella putrefaciens, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Pseudomonas umsongensis, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas fluorescens, Pseudomonas tolaasii, Erwinia billingiae, Pseudomonas syringae, Pseudomonas fluorescens, Bacillus mycoides, Acinetobacter lwoffii, Stenotrophomonas rhizophila, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas graminis, Pseudomonas syringae, Pseudomonas putida, Rhodococcus fascians, Pseudomonas migulae, Aeromonas encheleia, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fragi, Pseudomonas asturiensis, uncultured bacterium, Pseudomonas rhodesiae, Pseudomonas fluorescens, Shewanella putrefaciens, Pseudomonas libanensis, Pseudomonas putida, Janthinobacterium agaricidamnosum, Pseudomonas putida, Pseudomonas migulae, Mycobacterium szulgai, Pseudomonas viridiflava, Rahnella aquatilis, Rahnella aquatilis, uncultured Candidatus Saccharibacteria bacterium",61,5.67230846379909,"c(175.1557, -40.045017)"
17761,Lake Wainui,Eutrophic,"Pseudomonas poae, Aeromonas salmonicida, Acinetobacter johnsonii, Sphingomonas insulae, Acinetobacter johnsonii, Aeromonas veronii, Pseudomonas putida, Acinetobacter lwoffii, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Acinetobacter ursingii, Pseudomonas fluorescens, Sphingomonas alpina, Acinetobacter johnsonii XBB1, Acinetobacter baumannii, Acinetobacter bouvetii, Streptococcus mitis, Moraxella osloensis, Pseudomonas umsongensis, Exiguobacterium sibiricum 255-15, Pseudomonas fluorescens, Acinetobacter johnsonii XBB1, Pseudomonas fluorescens, Pseudomonas fulva, Pseudomonas tolaasii, Acinetobacter johnsonii XBB1, Leuconostoc pseudomesenteroides, Rothia dentocariosa",29,4.33900274991412,"c(173.8816115, -36.10130034)"
18717,Lake Ngakapua,Mesotrophic,"Aeromonas caviae, Clostridium beijerinckii, Streptococcus salivarius, Sphingomonas insulae, Aeromonas veronii, Sphingomonas alpina, Moraxella osloensis, Elizabethkingia miricola, Acinetobacter johnsonii XBB1, Klebsiella oxytoca, Sphingomonas panacis, metagenome, Acinetobacter johnsonii XBB1, Hafnia alvei, Elizabethkingia meningoseptica",15,3.8738344812099,"c(173.3499011, -35.15583959)"
18933,Lake Pauri,Supertrophic,"Pseudomonas poae, Pseudomonas koreensis, Pseudomonas fluorescens, Aeromonas sobria, uncultured bacterium, Sphingomonas insulae, Aeromonas veronii, Pseudomonas yamanorum, uncultured Burkholderiales bacterium, Acinetobacter lwoffii, uncultured Burkholderiales bacterium, Pseudomonas granadensis, Pseudomonas libanensis, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas marginalis pv. marginalis, Janthinobacterium agaricidamnosum, Pseudomonas umsongensis, Pseudomonas umsongensis, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas syringae, Pseudomonas fluorescens, Stenotrophomonas rhizophila, Pseudomonas tolaasii, Pseudomonas fluorescens, Pseudomonas graminis, Pseudomonas syringae, Rhodococcus fascians, Pseudomonas migulae, Janthinobacterium agaricidamnosum, Pseudomonas fluorescens, Pseudomonas fluorescens, Pseudomonas asturiensis, uncultured bacterium, Pseudomonas rhodesiae, Pseudomonas fluorescens, Pseudomonas libanensis, Pseudomonas putida, Janthinobacterium agaricidamnosum, Pseudomonas putida, Pseudomonas migulae, Pseudomonas putida, Pseudomonas moraviensis, Pseudomonas viridiflava, Pseudomonas cichorii",51,5.4173200962963,"c(175.0976, -39.977567)"
